ID_Venda,Produto,Filial,Data_Venda,Quantidade,Preço_Unitario,Desconto (%),Total_Venda,Ano_Mês
266,Produto A,Filial Norte,2025-03-17,17,70.3607972844093,0.4936831444916922,1190.2284440940657,2025-03
267,Produto D,Filial Leste,2025-03-12,16,73.07808722752887,7.255072007983041,1084.4195100338395,2025-03
268,Produto A,Filial Norte,2025-01-15,12,28.36221991647208,10.933926565926797,303.1333874200603,2025-01
269,Produto E,Filial Sul,2025-01-21,3,68.85946831058212,16.796407044069767,171.88065517426352,2025-01
270,Produto D,Filial Sul,2025-01-19,11,83.65326098332035,2.549713602804924,896.723766497226,2025-01
271,Produto C,Filial Leste,2025-03-01,14,14.5016719139001,16.004126953671584,170.53128302552432,2025-03
272,Produto A,Filial Sul,2025-03-30,18,92.03691639927848,17.26018092134454,1370.721206058055,2025-03
273,Produto A,Filial Oeste,2025-02-02,5,12.655364963068534,3.013749740016676,61.36981967197947,2025-02
274,Produto D,Filial Sul,2025-02-18,16,42.03739292395549,17.03188638608438,558.0421107436083,2025-02
275,Produto C,Filial Sul,2025-02-04,5,11.423187660966589,19.82907135685584,45.790378142229855,2025-02
276,Produto C,Filial Norte,2025-02-13,3,16.94306516856237,14.536776620964751,43.44026889679192,2025-02
277,Produto E,Filial Norte,2025-03-31,12,92.00514566620711,15.69539363649976,930.774910656731,2025-03
278,Produto C,Filial Sul,2025-01-11,1,41.9374747671533,19.88830535117747,33.596821728888855,2025-01
279,Produto C,Filial Leste,2025-03-13,9,48.22943773825476,12.109625010518908,381.50130315123374,2025-03
280,Produto C,Filial Norte,2025-03-19,9,29.380994324429736,6.157727640324988,248.14613444320807,2025-03
281,Produto B,Filial Leste,2025-03-15,4,63.73861931680478,16.750616681521112,212.24803006781136,2025-03
282,Produto E,Filial Sul,2025-03-07,3,63.532289321001066,12.289715550232623,167.17305504269763,2025-03
283,Produto A,Filial Sul,2025-02-15,17,43.49803526426973,11.623908474419132,653.5116787686678,2025-02
284,Produto D,Filial Oeste,2025-01-09,2,39.97313846248585,5.072711110280766,75.89083325314283,2025-01
285,Produto A,Filial Norte,2025-01-03,1,89.6467877362529,15.126685391657732,76.08620019166271,2025-01
286,Produto E,Filial Sul,2025-03-26,8,44.495581567798126,1.6333455172019251,350.15051984726057,2025-03
287,Produto D,Filial Oeste,2025-01-26,13,54.41508929389674,18.485741415893223,576.6287357453947,2025-01
288,Produto E,Filial Norte,2025-03-13,15,35.49742861824376,6.516469215409694,497.7637441511082,2025-03
289,Produto C,Filial Sul,2025-02-17,8,80.80925530214147,2.555493055799809,629.9534431556136,2025-02
290,Produto D,Filial Sul,2025-03-07,12,45.77033412091825,8.847330662048376,500.6505757933951,2025-03
291,Produto C,Filial Norte,2025-03-11,12,56.22499418898921,0.8493981851306631,668.9690413050973,2025-03
292,Produto A,Filial Norte,2025-01-28,14,32.80214530536953,13.692523885299329,396.349852143577,2025-01
293,Produto A,Filial Norte,2025-01-26,15,98.88936331071264,18.05411020890712,1215.5365301056502,2025-01
294,Produto D,Filial Sul,2025-01-25,15,36.23461668313506,16.745260142770174,452.5055378671273,2025-01
295,Produto D,Filial Sul,2025-01-12,9,79.36682778149965,2.547389468957621,696.105410118732,2025-01
296,Produto E,Filial Oeste,2025-01-05,19,48.47460853210833,2.525422742154637,897.7579751372925,2025-01
297,Produto E,Filial Leste,2025-02-17,8,28.55956645757259,16.26868964648528,191.3063938096672,2025-02
298,Produto C,Filial Norte,2025-02-06,19,81.97468875683751,18.48508549206232,1269.6103517073975,2025-02
299,Produto D,Filial Sul,2025-03-20,6,40.02461101261389,9.213396596669783,218.0219091824844,2025-03
300,Produto A,Filial Sul,2025-02-13,19,87.867401265803,9.979422338275318,1502.8761017206075,2025-02
301,Produto E,Filial Norte,2025-01-15,4,92.37314664260408,6.365240827714517,345.9734935946577,2025-01
302,Produto E,Filial Leste,2025-02-12,7,87.38414518521483,17.88530236512828,502.28658619759534,2025-02
303,Produto A,Filial Norte,2025-02-17,4,13.150712332612509,12.898058105847118,45.81810325847738,2025-02
304,Produto E,Filial Leste,2025-03-28,12,80.86360105045951,5.765031543347369,914.4214673137672,2025-03
305,Produto C,Filial Sul,2025-03-11,13,47.02055198492295,5.975657421085032,574.7399434504098,2025-03
306,Produto D,Filial Leste,2025-02-15,3,88.63506281640026,17.824001461272047,218.51024377441703,2025-02
307,Produto A,Filial Oeste,2025-02-12,12,67.4158836416265,0.2726804781164293,806.7846442534332,2025-02
308,Produto D,Filial Sul,2025-01-21,2,85.02788207295626,6.454531454532768,159.07946135886854,2025-01
309,Produto E,Filial Oeste,2025-01-23,2,54.94885928801518,11.08713362432738,97.71321166741862,2025-01
310,Produto E,Filial Norte,2025-03-21,9,58.15229541390396,2.9643492419864925,507.8561245704373,2025-03
311,Produto A,Filial Norte,2025-02-16,1,22.994886892030053,1.841975083991796,22.571326804886763,2025-02
312,Produto C,Filial Norte,2025-01-15,8,80.55886228204199,16.3055266218112,539.3865243713233,2025-01
313,Produto B,Filial Leste,2025-01-25,6,47.74506505002745,17.888087772970145,235.22631543970107,2025-01
314,Produto A,Filial Sul,2025-02-05,6,55.00721064444244,16.472128415963788,275.678113614301,2025-02
315,Produto B,Filial Norte,2025-03-16,18,80.65879426861369,17.975757794746954,1190.87576587304,2025-03
316,Produto B,Filial Norte,2025-02-20,17,63.89608600714951,11.06223942116743,966.0717158688208,2025-02
317,Produto C,Filial Sul,2025-01-15,12,28.09888546984007,16.24516241980684,282.4101106453086,2025-01
318,Produto B,Filial Norte,2025-03-09,6,63.120939323580345,7.680852767822008,349.63627745081925,2025-03
319,Produto B,Filial Oeste,2025-01-21,8,46.68695721816902,13.32535722958077,323.72602711381165,2025-01
320,Produto C,Filial Sul,2025-01-13,19,52.25729878394764,19.776710627783288,796.5279564094537,2025-01
321,Produto B,Filial Sul,2025-03-27,10,12.5480146962401,4.514554476782548,119.8152773702366,2025-03
322,Produto B,Filial Sul,2025-01-19,1,28.902641456465343,7.797994925821612,26.64881494226176,2025-01
323,Produto B,Filial Oeste,2025-02-03,13,35.293427324292544,9.600947546201713,414.76401043519513,2025-02
324,Produto A,Filial Sul,2025-03-19,17,74.16640070729252,2.7603097404010346,1226.0260315158926,2025-03
325,Produto A,Filial Oeste,2025-03-09,3,11.034322596830378,1.6207722093011356,32.56644408808895,2025-03
326,Produto A,Filial Sul,2025-02-21,8,46.789953510621885,16.594457326432487,312.2033171379531,2025-02
327,Produto C,Filial Leste,2025-01-27,14,93.16241833831596,19.535887456551723,1049.472383959169,2025-01
328,Produto E,Filial Norte,2025-01-29,3,20.069255489421145,8.094501276593174,55.33424804288162,2025-01
329,Produto B,Filial Leste,2025-01-28,16,56.47819493967499,1.7529967238930655,887.8101445226969,2025-01
330,Produto B,Filial Norte,2025-02-04,13,80.78701441517623,1.3162352138115296,1036.4076746823368,2025-02
331,Produto C,Filial Oeste,2025-01-08,17,94.8278176768105,17.826364127205974,1324.6989152656076,2025-01
332,Produto B,Filial Leste,2025-01-16,13,77.20989755803461,9.2762849945536,910.6199364151298,2025-01
333,Produto A,Filial Sul,2025-02-05,6,74.85089937799656,6.400546331247838,420.3601973037132,2025-02
334,Produto E,Filial Norte,2025-01-30,17,84.38392811761862,9.52922542478799,1297.8274875449947,2025-01
335,Produto D,Filial Norte,2025-01-18,14,50.15810988797893,6.366081893846946,657.5100495054623,2025-01
336,Produto B,Filial Leste,2025-01-02,17,82.52600793560498,9.7807155061524,1265.7243559742578,2025-01
337,Produto A,Filial Oeste,2025-02-18,8,10.716796427090602,17.191127938358736,70.99566593932799,2025-02
338,Produto D,Filial Leste,2025-03-18,11,93.21049498391244,11.846027421241914,903.8562960750714,2025-03
339,Produto E,Filial Oeste,2025-01-04,1,49.89758585654578,13.893075456203508,42.96527660267195,2025-01
340,Produto D,Filial Oeste,2025-03-31,7,59.80421690791729,7.2934135246867315,388.0971364453558,2025-03
341,Produto A,Filial Norte,2025-03-30,17,32.93940240233941,14.770117570210374,477.261636990016,2025-03
342,Produto D,Filial Leste,2025-03-16,10,76.82777495563793,13.332341697587449,665.8483347989877,2025-03
343,Produto C,Filial Leste,2025-01-07,11,16.897222582772393,2.391239955041129,181.42486389589,2025-01
344,Produto D,Filial Oeste,2025-03-15,9,88.53722222921517,11.452857062311692,705.5746264832571,2025-03
345,Produto B,Filial Leste,2025-02-08,9,84.53051461057085,5.13486992619516,721.7098437363718,2025-02
346,Produto B,Filial Sul,2025-01-13,5,29.44541046202897,16.081913392671858,123.55012526704368,2025-01
347,Produto C,Filial Sul,2025-01-31,17,82.83919584567361,8.51875416933879,1288.2995827273007,2025-01
348,Produto A,Filial Leste,2025-03-12,9,80.77219597553334,19.893683303929745,582.3326799947813,2025-03
349,Produto B,Filial Leste,2025-03-04,17,66.89949379785541,1.850008758779276,1116.2514041512736,2025-03
350,Produto E,Filial Oeste,2025-02-25,19,43.61681592097188,15.60695725480317,699.3816039813128,2025-02
351,Produto B,Filial Sul,2025-02-11,7,34.43488787636811,13.474034670843128,208.56583401528215,2025-02
352,Produto B,Filial Sul,2025-03-02,9,30.860523126041503,15.349976611814109,235.11096039519583,2025-03
353,Produto A,Filial Norte,2025-02-11,7,38.67480664872464,6.150595909809127,254.07252901003116,2025-02
354,Produto D,Filial Oeste,2025-02-25,13,91.32025990892772,9.841089787648013,1070.333564780696,2025-02
355,Produto B,Filial Norte,2025-02-05,11,16.987669838990314,15.930170394474167,157.0965559634731,2025-02
356,Produto C,Filial Sul,2025-03-25,14,84.59841486276628,4.6508266324171,1129.2944495521645,2025-03
357,Produto D,Filial Oeste,2025-03-09,19,41.40010675376412,4.520663935773042,751.0423941091282,2025-03
358,Produto E,Filial Leste,2025-01-07,11,56.94394564102224,11.021019065898647,557.3495678855523,2025-01
359,Produto A,Filial Oeste,2025-02-23,13,81.50370702836416,10.471271590597116,948.600022617254,2025-02
360,Produto E,Filial Leste,2025-01-01,14,89.59388923206741,5.645249408258657,1183.5052702250148,2025-01
361,Produto D,Filial Leste,2025-02-13,13,41.03032780653823,5.961513010496455,501.59589318932746,2025-02
362,Produto D,Filial Oeste,2025-02-14,1,51.56591331475993,5.55690326413131,48.70044539459292,2025-02
363,Produto D,Filial Leste,2025-02-16,8,47.3064458335113,15.430241239969751,320.0555769547591,2025-02
364,Produto E,Filial Norte,2025-01-13,12,11.19259301535195,13.038017311249211,116.79960960519232,2025-01
365,Produto D,Filial Sul,2025-01-22,19,36.63485999727909,16.648343668205055,580.1794894487596,2025-01
366,Produto E,Filial Leste,2025-01-21,12,51.32703103593057,19.50946056628044,495.7608498735981,2025-01
367,Produto D,Filial Norte,2025-03-27,8,46.99842479923958,9.483285925439729,340.3314383605993,2025-03
368,Produto C,Filial Leste,2025-01-09,8,74.97363047641115,1.333877628108977,591.7885919400416,2025-01
369,Produto D,Filial Sul,2025-01-26,13,44.63232554989929,0.9618462082407088,574.6394058463231,2025-01
370,Produto E,Filial Norte,2025-01-09,12,54.04388040736032,5.913300785432383,610.1772384330449,2025-01
371,Produto B,Filial Sul,2025-01-15,16,48.6647732919127,18.65089178704902,633.4137453892054,2025-01
372,Produto D,Filial Sul,2025-01-10,1,76.65635340049334,10.4642610994175,68.63483243137352,2025-01
373,Produto B,Filial Norte,2025-03-29,13,87.66751590882663,5.435730321602583,1077.727900136872,2025-03
374,Produto C,Filial Norte,2025-02-11,7,57.87001711067627,7.983335890220391,372.7504148550208,2025-02
375,Produto A,Filial Norte,2025-03-13,5,81.04889747756721,11.971902148093417,356.72901389722153,2025-03
376,Produto C,Filial Oeste,2025-01-24,8,36.71080138178655,13.058993162756844,255.3339227147664,2025-01
377,Produto D,Filial Norte,2025-03-21,14,58.723264914154186,3.078390195658101,796.8174715825314,2025-03
378,Produto B,Filial Norte,2025-02-18,13,41.07069583029752,19.54063353090352,429.5878817035912,2025-02
379,Produto B,Filial Norte,2025-01-26,15,47.278083301464726,10.895444539655776,631.9038893391207,2025-01
380,Produto E,Filial Norte,2025-02-06,17,75.91724783314017,2.713766355845586,1255.5695287537285,2025-02
381,Produto B,Filial Leste,2025-03-09,15,89.34962340994414,17.872705066922673,1100.706431092181,2025-03
382,Produto E,Filial Oeste,2025-02-19,18,20.934585197898887,1.492768621588576,371.19744502208863,2025-02
383,Produto A,Filial Sul,2025-01-24,18,67.11753308386425,18.15470866355025,988.7857288258812,2025-01
384,Produto D,Filial Norte,2025-01-19,2,62.392942682001866,19.93131312577965,99.9144198153277,2025-01
385,Produto E,Filial Leste,2025-03-01,4,20.65735352583387,14.008635983130077,71.05416026660606,2025-03
386,Produto A,Filial Leste,2025-02-08,1,29.07048973960982,15.408944421479797,24.59103413258136,2025-02
387,Produto B,Filial Leste,2025-03-15,4,37.99022452594122,6.746056729349728,141.70952971125558,2025-03
388,Produto B,Filial Sul,2025-03-30,18,25.02379637357513,18.83153705467868,365.6057559659638,2025-03
389,Produto A,Filial Norte,2025-01-18,5,31.93565342719076,10.594279322167353,142.7615054987743,2025-01
390,Produto B,Filial Oeste,2025-01-19,19,34.08407189755368,14.647768931951097,552.7388002645987,2025-01
391,Produto A,Filial Oeste,2025-02-05,15,40.210644973515365,18.48215431822559,491.6827727573465,2025-02
392,Produto E,Filial Leste,2025-03-15,8,77.44514075210431,19.503599519510168,498.7244052199433,2025-03
393,Produto E,Filial Sul,2025-02-24,17,61.47209834655406,16.66408713193349,870.8816833763595,2025-02
394,Produto A,Filial Sul,2025-03-10,1,98.76220047562612,6.0603501396406,92.7768653211894,2025-03
395,Produto E,Filial Sul,2025-02-16,12,47.32622442707239,19.33095033104165,458.1313858742127,2025-02
396,Produto E,Filial Oeste,2025-02-18,19,77.84785664532325,12.562390624871435,1293.2977912085084,2025-02
397,Produto E,Filial Leste,2025-02-02,15,88.43215792388804,18.612849527039195,1079.5862015400162,2025-02
398,Produto C,Filial Norte,2025-01-21,9,71.10806437342377,13.522100516287036,553.4348439029699,2025-01
399,Produto D,Filial Oeste,2025-03-22,7,47.06782663757464,6.14477923695441,309.2292881934428,2025-03
400,Produto B,Filial Leste,2025-01-22,2,77.82351676711777,7.400490482856319,144.12838963068626,2025-01
401,Produto C,Filial Leste,2025-02-17,9,28.33004239954164,11.00943554205881,226.8995817827355,2025-02
402,Produto E,Filial Norte,2025-02-06,10,39.47969486621192,15.80029683119764,332.41785889299337,2025-02
403,Produto A,Filial Norte,2025-01-15,2,59.20167295893599,6.359651026806699,110.87330631343254,2025-01
404,Produto E,Filial Norte,2025-02-04,19,61.78684485575335,11.59462332268384,1037.8349657033962,2025-02
405,Produto D,Filial Sul,2025-03-12,11,11.992732792536652,6.912499871528031,122.80108669025842,2025-03
406,Produto E,Filial Norte,2025-02-01,13,95.06027698804078,16.315388092702143,1034.160710380776,2025-02
407,Produto A,Filial Leste,2025-01-11,10,72.69645440956509,9.33456187535901,659.1055889151208,2025-01
408,Produto D,Filial Norte,2025-01-10,14,54.6133375208702,1.5344565370577046,752.8544743044614,2025-01
409,Produto E,Filial Leste,2025-03-14,18,93.98145109674776,3.3210504296307275,1635.4850348038683,2025-03
410,Produto D,Filial Oeste,2025-03-19,19,49.51860087257457,1.2220933523926458,929.3553095191468,2025-03
411,Produto B,Filial Sul,2025-03-18,9,98.23920132433346,9.986058920286505,795.8607911753998,2025-03
412,Produto B,Filial Oeste,2025-02-26,7,56.105628151913656,2.1267459469645438,384.3868278542168,2025-02
413,Produto E,Filial Oeste,2025-01-25,3,20.28571929981815,2.282799386192642,59.467911072471416,2025-01
414,Produto D,Filial Leste,2025-01-02,6,78.83208752133496,18.820965200767542,383.9707665714353,2025-01
415,Produto A,Filial Oeste,2025-03-05,2,71.10079525700564,17.45310144352111,117.3830026673004,2025-03
416,Produto E,Filial Leste,2025-02-04,6,79.5688049175028,9.04173193622732,434.2464412320152,2025-02
417,Produto B,Filial Norte,2025-01-07,3,95.62978258531128,19.71610641700412,230.3259386533249,2025-01
418,Produto B,Filial Norte,2025-03-26,16,79.88403723859163,0.0037305634132622,1278.0969138228058,2025-03
419,Produto E,Filial Leste,2025-01-18,8,65.02029419949821,12.279589125467876,456.2885537890353,2025-01
420,Produto D,Filial Norte,2025-03-08,2,87.15780121247568,12.3285635474374,152.8249926068929,2025-03
421,Produto B,Filial Sul,2025-02-11,17,70.59217954190784,9.148861117397765,1090.2745842898685,2025-02
422,Produto D,Filial Oeste,2025-02-08,9,46.73071511433308,7.938959458685857,387.1870432798697,2025-02
423,Produto B,Filial Sul,2025-02-10,12,89.70577878175959,9.107662709612152,978.4281482314332,2025-02
424,Produto B,Filial Oeste,2025-03-16,3,29.97104147059356,8.29920872159361,82.45104654874086,2025-03
425,Produto C,Filial Norte,2025-01-24,11,74.31771474178518,14.609849549645988,698.0600927220281,2025-01
426,Produto B,Filial Sul,2025-03-01,1,89.34071094466813,2.707108699465681,86.92216078652054,2025-03
427,Produto A,Filial Norte,2025-02-15,13,75.81848677329667,3.952784411822603,946.680090808946,2025-02
428,Produto E,Filial Oeste,2025-01-19,15,72.75478771484713,3.610364567848472,1051.9211195666535,2025-01
429,Produto E,Filial Leste,2025-03-09,5,77.73744646646524,5.249411702425291,368.28343927244015,2025-03
430,Produto D,Filial Leste,2025-03-31,17,51.854972347058,10.505168375631666,788.9278432446594,2025-03
431,Produto B,Filial Sul,2025-02-11,6,88.67536139413234,2.2241749467643745,520.2183973323076,2025-02
432,Produto A,Filial Norte,2025-02-01,11,28.30928276224821,17.363385906530084,257.3321602375508,2025-02
433,Produto D,Filial Norte,2025-02-08,18,21.464777440030534,5.947230626169446,363.3879172010028,2025-02
434,Produto C,Filial Sul,2025-02-05,4,35.69579021066604,3.250759749374157,138.14162332110666,2025-02
435,Produto D,Filial Leste,2025-02-05,3,57.84196570974938,13.512426191964868,150.0783383557136,2025-02
436,Produto D,Filial Oeste,2025-01-03,13,55.95056158684043,0.7617260119863856,721.816830869953,2025-01
437,Produto B,Filial Sul,2025-03-14,9,83.8538881908928,12.399371297483285,661.1087992205477,2025-03
438,Produto C,Filial Oeste,2025-01-08,6,46.41117907636156,13.963968613529996,239.58201958181536,2025-01
439,Produto D,Filial Leste,2025-03-11,12,53.59099836623578,4.298330627734384,615.4497608370148,2025-03
440,Produto A,Filial Norte,2025-02-10,2,11.203091493345608,0.8392814688726857,22.21813204500221,2025-02
441,Produto A,Filial Leste,2025-03-09,3,46.87653127986452,7.272907178388992,130.40173401429445,2025-03
442,Produto E,Filial Sul,2025-01-13,3,68.2996809655308,1.9718846048387293,200.85867021425256,2025-01
443,Produto C,Filial Norte,2025-02-18,12,11.395749756393297,2.329556993466741,133.5633512518232,2025-02
444,Produto C,Filial Sul,2025-03-01,15,35.279376866761936,5.085224628897292,502.280119581178,2025-03
445,Produto E,Filial Sul,2025-01-02,9,28.71607233604509,5.909358492535186,243.1722300905922,2025-01
446,Produto D,Filial Leste,2025-03-01,8,13.77868860186294,10.599406820428412,98.5458347394519,2025-03
447,Produto C,Filial Sul,2025-01-05,11,53.13340809230837,13.567837710060262,505.1678886377194,2025-01
448,Produto A,Filial Leste,2025-02-13,16,26.355096390534086,11.855418817403695,371.6894293392932,2025-02
449,Produto A,Filial Norte,2025-01-27,4,76.8773385668242,2.967206745790336,298.3849159635413,2025-01
450,Produto B,Filial Leste,2025-02-01,1,86.31350953870137,3.4417206490525287,83.34283965798596,2025-02
451,Produto C,Filial Norte,2025-01-21,7,59.1026664402233,17.57538499585829,341.00601689375287,2025-01
452,Produto D,Filial Leste,2025-01-08,2,98.35366082690274,11.167046301282271,174.74092396671278,2025-01
453,Produto E,Filial Oeste,2025-03-13,5,50.54307143235358,17.39875665795378,208.7460271319131,2025-03
454,Produto E,Filial Oeste,2025-02-19,7,56.2031389202424,7.430930226397487,364.1870601742375,2025-02
455,Produto D,Filial Sul,2025-03-08,4,99.02959785619753,12.288000148626477,347.44336289777505,2025-03
456,Produto B,Filial Leste,2025-02-13,5,30.839359236854392,10.473268321092217,138.04735197736548,2025-02
457,Produto E,Filial Leste,2025-02-27,1,94.82913457092148,6.382469796409252,88.77669369873612,2025-02
458,Produto C,Filial Norte,2025-01-03,1,13.855379960720192,9.398307440671909,12.553208754938462,2025-01
459,Produto B,Filial Sul,2025-03-27,15,50.17482012368753,10.04981753653864,676.985133779557,2025-03
460,Produto C,Filial Leste,2025-03-11,19,16.30031609197592,4.015419495133572,297.2700104151561,2025-03
461,Produto A,Filial Sul,2025-01-02,10,75.63112686222787,6.300207447534632,708.6620897499943,2025-01
462,Produto B,Filial Oeste,2025-03-28,18,64.7568042292016,15.828195010139511,981.1254775224476,2025-03
463,Produto E,Filial Leste,2025-02-13,3,73.59708371208367,18.315764789082543,180.35164490326275,2025-02
464,Produto B,Filial Leste,2025-01-02,11,43.70323599712152,7.195881870905989,446.1424303710594,2025-01
465,Produto B,Filial Sul,2025-03-22,15,43.25337406282423,6.139445644180364,608.9678500944469,2025-03
466,Produto B,Filial Leste,2025-02-04,11,14.078735106480517,3.9039432914376495,148.8202019894897,2025-02
467,Produto B,Filial Sul,2025-03-28,17,41.49504455766758,13.569823373011625,609.6920851448735,2025-03
468,Produto C,Filial Leste,2025-01-30,17,93.63595620358537,6.461994033326746,1488.9485071112408,2025-01
469,Produto A,Filial Norte,2025-01-08,6,44.13038834624041,19.75499078198377,212.47460517832184,2025-01
470,Produto D,Filial Sul,2025-01-22,5,84.8230935599773,6.513696041279065,396.48987536335306,2025-01
471,Produto B,Filial Leste,2025-02-13,8,85.80929542749406,7.882720935652562,632.3615050567603,2025-02
472,Produto E,Filial Oeste,2025-02-27,2,43.59170407413104,12.066683924240696,76.6632618526306,2025-02
473,Produto B,Filial Leste,2025-02-05,16,66.87898123565702,16.0336858638261,898.4930476064732,2025-02
474,Produto E,Filial Oeste,2025-03-10,12,18.58344420457528,9.390373306912672,202.060673045806,2025-03
475,Produto C,Filial Oeste,2025-03-18,6,19.331072266084885,8.453120675779166,106.1819603970639,2025-03
476,Produto E,Filial Norte,2025-01-31,1,14.3791897295542,19.912756671896165,11.515896667317788,2025-01
477,Produto D,Filial Sul,2025-02-16,4,62.29135840375985,0.2098728227988888,248.64250308607245,2025-02
478,Produto A,Filial Leste,2025-02-24,17,48.34638798634873,17.901305777024916,674.7598050930153,2025-02
479,Produto E,Filial Norte,2025-03-21,13,59.32291209978161,2.9828165187947486,748.19444021711,2025-03
480,Produto E,Filial Leste,2025-03-03,18,56.89658714575491,15.718505524178267,863.1592911392494,2025-03
481,Produto A,Filial Oeste,2025-01-30,5,41.518269198165726,12.35863119692596,181.9358971430876,2025-01
482,Produto D,Filial Sul,2025-02-24,3,70.97260733411255,6.836945709961841,198.36074610520464,2025-02
483,Produto B,Filial Leste,2025-01-16,11,78.26516928247516,17.477499110420368,710.4501251909772,2025-01
484,Produto E,Filial Leste,2025-01-12,13,11.316543298990814,0.2581445596198395,146.73529335565678,2025-01
485,Produto A,Filial Oeste,2025-01-17,4,28.651806979199048,4.533813041498473,109.41115047100462,2025-01
486,Produto C,Filial Leste,2025-01-16,14,74.19122812750031,11.33785592499072,920.913470027924,2025-01
487,Produto A,Filial Leste,2025-01-12,11,44.79581553704508,7.03084520099396,458.1092019912391,2025-01
488,Produto C,Filial Oeste,2025-01-08,10,69.62355522474473,12.207549906366552,611.2422497409734,2025-01
489,Produto D,Filial Norte,2025-03-25,19,41.226639376110256,0.4822038681733365,779.5290156000948,2025-03
490,Produto B,Filial Oeste,2025-01-03,18,45.16796370966734,2.3291786096342504,794.0865808896193,2025-01
491,Produto A,Filial Norte,2025-01-16,6,24.281098632071643,2.5419248043687848,141.98334817901858,2025-01
492,Produto E,Filial Sul,2025-01-30,15,33.2407917699544,3.7856729183201887,479.7360617712605,2025-01
493,Produto D,Filial Norte,2025-01-23,10,64.48705817568285,9.186628816010856,585.6287150671787,2025-01
494,Produto A,Filial Norte,2025-01-05,5,48.984680018364976,15.042573990871425,208.08061641205407,2025-01
495,Produto E,Filial Sul,2025-03-25,5,79.68724146501356,18.110776758578023,326.2763152910797,2025-03
496,Produto A,Filial Norte,2025-03-06,10,86.73264594445085,16.707450605684922,722.4183196427813,2025-03
497,Produto C,Filial Oeste,2025-01-30,5,58.748177639508384,3.9377574355136713,282.17408453139933,2025-01
498,Produto A,Filial Norte,2025-01-21,3,78.24405628504532,8.823011044612647,214.0217236717885,2025-01
499,Produto A,Filial Sul,2025-03-25,6,37.6214061875113,3.9882319551707,216.72586346373845,2025-03
500,Produto A,Filial Oeste,2025-03-11,4,47.34740938600704,5.289436333343815,179.37199324418617,2025-03
501,Produto D,Filial Sul,2025-01-22,18,74.14999085951479,10.070939630237724,1200.2830207960728,2025-01
502,Produto A,Filial Sul,2025-03-23,9,44.75907935353276,1.3621804944704508,397.3444191456695,2025-03
503,Produto E,Filial Leste,2025-03-13,17,62.96544416430899,4.363486591865464,1023.7052426617444,2025-03
504,Produto C,Filial Leste,2025-02-01,13,26.683550117426037,18.707563226142344,281.9922054069793,2025-02
505,Produto C,Filial Sul,2025-02-02,15,63.97941834734482,9.32232585316978,870.2257273506397,2025-02
506,Produto A,Filial Sul,2025-01-16,17,87.53623365042043,8.907730519557443,1355.5586114478035,2025-01
507,Produto D,Filial Sul,2025-03-17,13,88.1775675841083,0.291343095025578,1142.9686882846763,2025-03
508,Produto D,Filial Leste,2025-02-07,16,75.19099656965857,4.947994941166916,1143.528797810862,2025-02
509,Produto E,Filial Leste,2025-01-14,4,77.11780411685135,17.325848719643627,255.02596015861832,2025-01
510,Produto A,Filial Norte,2025-02-05,5,60.213470063563065,3.292568565173375,291.1545013812505,2025-02
511,Produto C,Filial Norte,2025-01-23,5,62.62012811492423,8.302498790694422,287.10546367725675,2025-01
512,Produto D,Filial Sul,2025-03-07,9,22.02855232694662,0.286618117340025,197.6887305449088,2025-03
513,Produto A,Filial Oeste,2025-03-26,17,49.9473269579171,9.566709633411117,767.8731907094458,2025-03
514,Produto D,Filial Oeste,2025-01-02,13,50.56986554977274,0.420422134524343,654.6443623408298,2025-01
515,Produto D,Filial Leste,2025-03-14,2,96.2648052100966,16.392191061315998,160.9697888305078,2025-03
516,Produto C,Filial Leste,2025-03-06,13,48.79781763609605,16.497075349742072,529.7188635913142,2025-03
517,Produto B,Filial Leste,2025-03-16,19,59.440838041248185,15.754843766047395,951.4445106177848,2025-03
518,Produto E,Filial Sul,2025-03-08,3,57.99262593511922,5.6672813778223645,164.11806193496406,2025-03
519,Produto E,Filial Oeste,2025-02-21,10,67.30855453398945,16.74474436443636,560.3790914187567,2025-02
520,Produto C,Filial Norte,2025-03-03,2,77.34095481987063,10.859962652105386,137.88351202330196,2025-03
521,Produto D,Filial Sul,2025-01-23,13,30.25376885537849,7.476162177340049,363.8953244029064,2025-01
522,Produto A,Filial Norte,2025-01-26,19,57.58519771885921,12.50659919408466,957.281709055766,2025-01
523,Produto D,Filial Norte,2025-03-09,17,84.33259365844273,0.2468209212074801,1430.1155339562456,2025-03
524,Produto C,Filial Sul,2025-03-23,14,51.68032424537604,2.859217552015043,702.8373988105953,2025-03
525,Produto E,Filial Norte,2025-02-24,12,35.06117917362157,14.845870763405255,358.27250190455703,2025-02
526,Produto D,Filial Oeste,2025-01-06,12,68.92381678206692,4.8832321743230604,786.6972814223226,2025-01
527,Produto E,Filial Norte,2025-02-04,11,84.13906562192106,11.960182346574992,814.8346794371841,2025-02
528,Produto A,Filial Oeste,2025-01-22,7,15.682626363465218,7.702052056460593,101.3231962199164,2025-01
529,Produto E,Filial Oeste,2025-02-12,4,79.91114350665045,17.09611557598523,264.9977682186483,2025-02
530,Produto E,Filial Oeste,2025-01-15,19,83.94831396655941,19.04830611993287,1291.1940606540495,2025-01
531,Produto B,Filial Leste,2025-03-27,1,51.53706348297461,17.67129456740381,42.42979718350826,2025-03
